C:\COSMOS\COSMOS-Telemetry\outputs\logs\2018_02_03_14_22_43_tlm.bin

TARGET	PACKET	GPS_TIME	GPS_LAT	GPS_LON	RTC	
UPBOARD	GPS	0.0	0.0	0.0	2178
UPBOARD	GPS	222244.5	1.8188363612473612e-38	0.0	2178
UPBOARD	GPS	0.0	0.0	0.0	2178
UPBOARD	GPS	0.0	0.0	0.0	2178
UPBOARD	GPS	0.0	0.0	0.0	2178
UPBOARD	GPS	222244.59375	3520.85986328125	-11748.5595703125	2178
UPBOARD	GPS	0.0	0.0	0.0	2178
UPBOARD	GPS	0.0	0.0	0.0	2178
UPBOARD	GPS	0.0	0.0	0.0	2178
UPBOARD	GPS	222244.703125	3520.860107421875	-11748.5595703125	2178
UPBOARD	GPS	0.0	0.0	0.0	2178
UPBOARD	GPS	0.0	0.0	0.0	2178
UPBOARD	GPS	0.0	0.0	0.0	2178
UPBOARD	GPS	222244.796875	3520.860107421875	-11748.5595703125	2178
UPBOARD	GPS	0.0	0.0	0.0	2178
UPBOARD	GPS	0.0	0.0	0.0	2178
UPBOARD	GPS	0.0	0.0	0.0	2178
UPBOARD	GPS	222244.90625	3520.860107421875	-11748.5595703125	2178
UPBOARD	GPS	0.0	0.0	0.0	2178
UPBOARD	GPS	0.0	0.0	0.0	2178
UPBOARD	GPS	0.0	0.0	0.0	2178
UPBOARD	GPS	222245.0	3520.860107421875	-11748.5595703125	2178
UPBOARD	GPS	0.0	0.0	0.0	2178
UPBOARD	GPS	0.0	0.0	0.0	2178
UPBOARD	GPS	0.0	0.0	0.0	2178
UPBOARD	GPS	222245.09375	3520.860107421875	-11748.5595703125	2179
UPBOARD	GPS	0.0	0.0	0.0	2179
